timestamp,ax,ay,az
35228,1.1205,-0.2705,-3.6272
35256,4.0989,1.1325,-2.9257
35284,6.5242,-3.2034,-0.6225
35312,7.197,-1.8914,-1.8052
35340,9.6582,-1.652,-1.1803
35368,13.5871,-2.3008,5.8419
35396,12.5384,1.4269,5.2265
35424,4.9799,-0.4118,8.8777
35452,2.3487,-2.9568,10.0317
35481,3.3399,-3.7062,7.6184
35509,7.9152,-0.2969,1.6616
35537,6.098,-0.1125,0.1963
35565,5.8586,0.7925,-7.5058
35593,-1.8411,5.8107,-7.4484
35621,-7.2185,9.0166,-12.129
35649,-4.4077,8.2169,-7.2065
35677,-4.6639,8.0325,-4.0366
35705,-9.0237,11.2958,-8.8274
35733,-6.8809,9.663,-8.3749
35761,-5.3606,10.2208,-8.3725
35790,-7.1898,11.9926,-10.7955
35818,-10.1562,15.2846,-16.5224
35846,-8.734,14.0635,-17.7434
35874,-6.3231,9.5385,-16.7953
35902,-12.8952,13.9486,-22.0698
35930,-14.0372,12.6749,-20.5303
35958,-10.2304,8.8346,-13.4794
35986,-15.3732,13.2806,-13.2328
36015,-14.3604,12.3254,-10.7141
36043,-9.5313,10.5417,-8.7412
36071,-6.3375,7.3789,-7.8123
36099,0.4525,1.9034,-0.3759
36127,2.1117,1.4126,-1.1372
36155,6.1172,0.7111,-0.7398
36183,6.1411,-1.1875,-0.747
36211,7.7165,0.3065,-3.2633
36239,9.6965,0.7374,-1.7669
36267,12.4331,4.063,-1.8052
36295,9.7947,-1.1971,6.4763
36324,1.7717,-1.5778,12.8569
36352,2.9712,0.5387,7.2305
36380,4.944,-0.3974,3.7733
36408,5.3103,-0.2011,0.9625
36436,4.1899,2.3176,-2.4421
36464,2.5642,2.5522,-1.5586
36492,2.2386,4.4867,-4.4748
36520,0.5267,5.217,-2.624
36548,-1.6017,4.8794,-4.0438
36576,-8.1954,7.1395,-11.9734
36604,-7.5274,10.1586,-12.0021
36632,-6.8618,9.5912,-9.7492
36661,-6.1244,7.6471,-7.7309
36689,-6.0621,7.027,-9.7013
36717,-10.1442,12.2056,-17.7027
36745,-9.4667,12.2535,-17.8703
36773,-7.7979,11.6143,-16.1752
36801,-9.0429,12.4451,-17.6285
36829,-9.1339,10.9487,-15.6413
36857,-13.0963,14.2647,-17.109
36886,-13.9917,11.5185,-15.0116
36914,-11.9854,10.6446,-12.8257
36942,-8.7101,8.5784,-7.446
36970,-10.5201,8.1906,-4.5945
36998,-5.8802,6.8666,-1.8364
37026,-2.873,4.2928,1.5874
37054,-0.4764,2.4972,4.2473
37082,0.8021,2.7078,3.7565
37110,-0.0048,2.5642,1.5036
37138,2.0542,0.972,-0.0407
37166,3.1699,0.6416,-4.3503
37194,7.0198,2.3655,-3.9337
37223,10.2352,1.4844,1.7214
37251,10.7691,0.3424,7.1467
37279,5.7078,-0.395,8.6886
37307,4.0558,0.6297,6.031
37335,4.5945,-0.7853,6.7325
37363,6.5481,-1.6376,6.2848
37391,8.8298,1.5012,0.9026
37419,9.5672,1.3144,-5.9544
37447,-0.4669,0.6033,-6.778
37475,-7.9895,7.8817,-9.4715
37503,-4.0845,11.4658,-9.2081
37531,-1.9201,6.1004,-4.6639
37560,-3.1939,5.284,-3.814
37588,-6.0908,9.2105,-10.0437
37616,-4.4724,9.0597,-10.635
37644,-4.1492,10.6039,-13.1059
37672,-5.5857,11.3581,-14.4969
37700,-4.8985,11.8298,-15.7969
37728,-4.2593,13.4626,-19.2997
37756,-6.1076,15.1314,-23.4081
37784,-7.0629,10.4148,-19.575
37813,-11.8944,9.4092,-17.6788
37841,-14.1282,9.0357,-15.2774
37869,-12.5815,7.1611,-10.7404
37897,-10.987,6.177,-7.3047
37925,-10.3837,6.9623,-4.7405
37953,-6.5529,9.0573,-1.1756
37981,-2.5379,5.5569,1.8052
38009,-0.2155,6.3255,-1.1061
38037,2.3535,2.9018,2.0614
38066,3.972,0.1556,3.0718
38094,4.8435,2.2218,-2.7222
38122,3.6775,3.0047,-3.7661
38150,8.4252,4.2952,-1.4988
38178,11.5975,4.0534,1.1037
38206,10.2041,2.2362,4.9752
38234,5.1715,-0.7374,10.5704
38262,4.7309,-1.4557,10.7476
38290,8.2768,-0.316,5.0685
38318,11.224,-0.0263,0.1293
38346,7.2999,-0.2873,-0.8739
38374,7.3622,-1.9561,-1.5227
38402,6.3566,3.1149,-8.8585
38431,-2.1787,8.2241,-10.0221
38459,-3.1196,9.0429,-8.3366
38487,-1.7597,11.5592,-9.2608
38515,-2.1261,9.6367,-9.7731
38543,-1.6209,10.0126,-11.2001
38571,-3.1627,13.0245,-14.2144
38599,-2.1691,11.382,-14.88
38627,-3.6464,12.4211,-15.7227
38655,-2.8874,11.1642,-16.1417
38684,-2.6025,9.9671,-18.9142
38712,-4.7046,12.2056,-19.8479
38740,-5.5952,8.9519,-16.2542
38768,-8.1211,9.6127,-14.8345
38796,-9.3302,11.3533,-13.4985
38824,-7.434,9.8737,-11.7364
38852,-9.007,11.4108,-10.5153
38880,-8.2049,8.1331,-6.201
38909,-6.1196,9.2273,-4.8507
38937,-3.9768,5.6814,-3.0406
38965,-0.5507,3.8714,-0.6704
38993,3.2394,2.4301,1.3719
39021,2.9975,1.6903,0.7326
39049,5.296,2.5498,-1.6113
39077,8.3055,2.9449,-1.3024
39105,11.5233,7.5154,-4.3263
39133,12.4259,6.9025,0.0096
